coord,addr,name
"[37.50961272835597,127.12598617887404]",서울특별시 송파구 방이동 205-4 인수빌딩 1층,카페베네 방이역점
"[37.27053765151742,127.12687436566111]",경기도 용인시 기흥구 구갈동 595-2 ,카페베네 강남대점
"[37.50279924563058,127.12578285981593]",서울특별시 송파구 가락동 8-1 1층,카페베네 오금역점
"[37.27801696731409,127.15169732567088]",경기도 용인시 기흥구 중동 833 6층,카페베네 용인동백CGV점
"[37.27936546362959,127.44639643440635]",경기도 이천시 창전동 166-13 ,카페베네 이천로데오점
"[37.335944841888015,127.2774835685131]",경기도 용인시 처인구 모현면 왕산리 산89 한국외국어대학교후생관 1층,카페베네 한국외국어대학교글로벌캠퍼스점
"[37.26941413012814,127.13339301857262]",경기도 용인시 기흥구 구갈동 604 ,나무앤코 띠볼리오베네
"[37.293922000660196,127.37817678587137]",경기도 이천시 신둔면 용면리,카페베네이천휴게소점(상행)
"[37.33787325090768,127.26869638798523]",경기도 용인시 처인구 모현면 왕산리,카페베네한국외국어대학교점(글로벌캠퍼스)
"[37.606401129325,127.13918191828586]",경기도 구리시 인창동 383-90 ,카페베네 구리인창점
"[37.60529261418609,127.13422278677295]",경기도 구리시 인창동 576-20 ,카페베네 구리녹색병원점
"[37.55179963838804,127.1283797089291]",서울특별시 강동구 암사동 500-2 ,카페베네 암사역점
"[37.60805834243458,127.15781666638503]",경기도 남양주시 도농동 1-26 ,카페베네 도농이마트점
"[37.605547567734696,127.09612068875704]",서울특별시 중랑구 신내동 565-1 ,카페베네 중랑구청점
"[37.61292413726076,127.09809286363023]",서울특별시 중랑구 신내동 316 ,카페베네 서울의료원점
"[37.64294549500566,127.12061908271575]",경기도 남양주시 별내동 192-23 ,카페베네 별내역점
"[37.644010093787756,127.10998902341724]",경기도 남양주시 별내동 558-65 ,카페베네 삼육대점
"[37.62804310291017,127.13904566751165]",경기도 구리시 사노동,카페베네구리휴게소점
"[37.64300090345105,127.1207997293384]",경기도 남양주시 별내동,카페베네별내점
"[37.55182641690588,127.12834544480508]",서울특별시 강동구 암사동 500-2 카페베네 2층,엠플러스피시방
"[37.0003297434374,127.17203821702554]",경기도 안성시 공도읍 만정리 817-2 ,카페베네 안성공도점
"[37.006929556770295,127.27153047936446]",경기도 안성시 동본동 50 ,카페베네 안성점
"[37.507703876388426,126.73168782440749]",인천광역시 부평구 삼산동 465-1 롯데마트 내 1층,카페베네 인천삼산점
"[37.531260067927604,126.73789634914966]",인천광역시 계양구 작전동 911-6 ,카페베네 작전이마트점
"[37.619661258912004,126.71807574583407]",경기도 김포시 사우동 942 두손프라자 110호,카페베네 김포사우점
"[37.638874442446884,126.67278743911577]","경기도 김포시 장기동 2039-8 1,2층",카페베네 김포장기점
"[37.6233583876264,126.69778070264181]",경기도 김포시 감정동 515-7 ,카페베네 김포감정동점
"[37.644120047912764,126.62727968528736]","경기도 김포시 구래동 6883-23 경서프라자 1,2층",카페베네 김포구래점
"[37.595385855235925,126.67063882207516]",인천광역시 서구 마전동 1016-2 ,카페베네 인천검단2지구점
"[37.75220305530251,126.76753697816416]",경기도 파주시 금촌동 987-6 혜인빌딩 1층,카페베네 금촌로데오점
"[37.602820543336605,126.65644126030749]",인천광역시 서구 마전동 909-8 ,카페베네 인천검단사거리점
"[37.757616696269594,126.77172550151447]",경기도 파주시 금촌2동 945-32 ,카페베네 금촌로터리점
"[37.595422270844296,126.67067214490578]",인천광역시 서구 마전동,카페베네검단2지구점
"[37.29611626634432,127.63705083121572]",경기도 여주시 홍문동 111-2 ,카페베네 여주중앙점
"[37.23855648141986,127.57071720965195]",경기도 여주시 가남읍 본두리 677 ,카페베네 여주휴게소상행점
"[37.24210055861367,127.61612009225853]",경기도 여주시 상거동 375-26 ,카페베네 여주아울렛점
"[37.252032948992486,127.49012012084953]",경기도 이천시 부발읍 아미리 725 닉스타임,카페베네 이천하이닉스점
"[37.239733934995186,127.56988776065025]",경기도 여주시 가남읍 본두리,카페베네여주휴게소점
"[37.272109639118106,127.50497009635123]",경기도 이천시 부발읍 죽당리,카페베네이천하이닉스점
"[37.489077759059214,127.4929122543361]",경기도 양평군 양평읍 양근리 201-15 ,카페베네 양평사거리점
"[37.65402400312273,127.24346237699471]",경기도 남양주시 호평동 638-1 ,카페베네 평내호평역점
"[37.71152770284466,127.18787072480613]",경기도 남양주시 진접읍 금곡리 1083-4 ,카페베네 남양주진접지구점
"[37.719716961692974,127.1837999508696]",경기도 남양주시 진접읍 장현리 351-24 ,카페베네 남양주장현점
"[37.515188206812304,127.10287887100151]",서울특별시 송파구 신천동 7-20 ,카페베네 잠실루터회관점
"[37.55369974784704,127.08884752381863]",서울특별시 광진구 중곡동 93-11 ,카페베네 아차산역점
"[37.511686192596855,127.10804482542547]",서울특별시 송파구 송파동 58-1 잠실대우레이크월드 101호,카페베네 송파구청점
"[37.55629700008492,127.07868623424017]",서울특별시 광진구 군자동 477-17 ,카페베네 군자역점
"[37.629489110512594,127.07646928367681]",서울특별시 노원구 공릉동 438-2 ,카페베네 과학기술대점
"[37.496641053084694,127.12160243649888]",서울특별시 송파구 가락동 73-3 KR타워 1층,카페베네 송파경찰병원점
"[37.53691085636202,127.08388082579347]",서울특별시 광진구 구의동 246-18 ,카페베네 구의점
"[37.50958555438609,127.11147444083936]",서울특별시 송파구 송파1동 48-18 ,카페베네 방이사거리점
"[37.506198975666116,127.09857535629268]",서울특별시 송파구 석촌동 1-3 ,카페베네 석촌호수점
"[37.60254918831411,127.07890888434666]",서울특별시 중랑구 중화동 305-18 ,카페베네 중화역점
"[37.53844604630178,127.07277299199349]",서울특별시 광진구 자양동 227-7 ,카페베네 건대스타시티점
"[37.51061880743201,127.08628352248627]",서울특별시 송파구 잠실동 35-2 ,카페베네 신천역사거리점
"[37.51101494292373,127.08391464826519]",서울특별시 송파구 잠실동 183-3 ,카페베네 신천성당점
"[37.545232634774905,127.08570278385511]",서울특별시 광진구 구의동 68-35 ,카페베네 구의사거리점
"[37.539742231419496,127.07031278231719]",서울특별시 광진구 자양동 1-1 ,카페베네 건대역사거리점
"[37.5453030545201,127.07277859914122]",서울특별시 광진구 화양동 90-3 ,카페베네 건대역점
"[37.56260523691092,127.0822759166744]",서울특별시 광진구 중곡동 164-1 ,카페베네 중곡역점
"[37.61330448442948,127.07736040437737]",서울특별시 중랑구 묵동 170-1 ,카페베네 먹골역점
"[37.62636187313297,127.07293944575042]",서울특별시 노원구 공릉동 386-1 ,카페베네 공릉역점
"[37.54933916767136,127.07500332075054]",서울특별시 광진구 군자동 98 ,카페베네 세종대학생회관점
"[37.64831055969232,127.07632692947261]",서울특별시 노원구 중계동 360-13 위성프라자 1층 105호,카페베네 은행사거리점
"[37.50220296025705,127.09564889630693]",서울특별시 송파구 삼전동 180-1 ,카페베네 배명사거리점
"[37.51193660347653,127.09830275153233]",서울특별시 송파구 잠실동 40-1 ,카페베네 롯데월드점
"[37.53706228128929,127.09534122948202]",서울특별시 광진구 구의동 611 ,카페베네 강변역점
"[37.68505622379288,127.37934786440823]",경기도 가평군 청평면 대성리 399-103 ,카페베네 대성리역점
"[37.56952168983818,127.07030499924467]",서울특별시 동대문구 장안동 365-1 ,카페베네 장평점
"[37.58124005417338,127.08825159170891]",서울특별시 중랑구 면목동 496-17 ,카페베네 사가정역점
"[37.54191995608294,127.09547490791617]",서울특별시 광진구 광장동 530-25 ,카페베네 광장자이점
"[37.501151074733656,127.1113934423398]",서울특별시 송파구 송파동 97-35 ,카페베네 송파역점
"[37.58034516360992,127.08206953245573]",서울특별시 중랑구 면목5동 168-2 ,카페베네 면목홈플러스점
"[37.50957432672073,127.08057288728891]",서울특별시 송파구 잠실동 193-2 ,카페베네 신천점
"[37.56783087982204,127.08222312684161]",서울특별시 광진구 중곡동 173-29 ,카페베네 중곡점
"[37.50677087869399,127.094417493003]",서울특별시 송파구 삼전동,카페베네잠실썬프라자점
"[37.50546961683434,127.08109826594279]",서울특별시 송파구 잠실동 312-18 ,베네치보카페
