"공원번호","공원명","주소","지역","관리부서","이미지","전화번호","X좌표(WGS84)","Y좌표(WGS84)","X좌표(GRS80TM)","Y좌표(GRS80TM)"
"48","고척공원","서울특별시 구로구 고척동 산 9-14번지","구로구","푸른도시과","http://parks.seoul.go.kr/upload/parks/4682201375184276.jpg","02-860-2321","126.85202203105672","37.50594418999058","186916.0159","445174.1389"
"102","용마공원","서울 중랑구 면목동 산 1-4","중랑구","공원녹지과","http://parks.seoul.go.kr/upload/parks/4325148326464955.jpg","02-2094-2340~5","127.09725510193331","37.58076843617274","208590.5551","453472.8809"
"103","사육신공원","서울특별시 동작구 노량진동 152-3","동작구","공원녹지과","http://parks.seoul.go.kr/upload/parks/4309943355131727.jpg","02-820-1395","126.94819927194122","37.51384493891213","195420.3433","446041.9947"
"107","우장공원","서울 강서구 화곡동 산60-1","강서구","공원녹지과","http://parks.seoul.go.kr/upload/parks/1662677509795518.jpg","02-2600-4185","126.84357203230228","37.55040507987892","186177.0863","450109.9581"
"108","삼일공원","(156-090) 서울특별시 동작구 사당동 산24-17","","공원녹지과","http://parks.seoul.go.kr/upload/parks/1662740775095438.jpg","02-820-9845","126.97456086154156","37.485864864276635","197750.1089","442935.6125"
"1002","금천체육공원","(153-010) 서울특별시 금천구 독산동 산118-4번지 일대","금천구","공원녹지과","http://parks.seoul.go.kr/upload/parks/1308184612560226000.jpg","02-2627-1652 ~ 7","126.90854694156437","37.468268612521385","191909.8010","440986.2880"
"65","천마공원","서울 송파구 마천동 산 1-1","송파구","푸른도시과","http://parks.seoul.go.kr/upload/parks/1658676441149364.jpg","02-2147-3380","127.15789958478388","37.5022998129055","213961.9173","444771.0853"
"66","도곡공원","서울특별시 강남구 도곡동 산31-1번지","강남구","공원녹지과","http://parks.seoul.go.kr/upload/parks/1655718523597552.jpg","02-2104-1910","127.04414505510564","37.489658286326","203904.0845","443357.2437"
"52","구암공원","서울특별시 강서구 허준로 5길 42(가양동 1471)","강서구","공원녹지과","http://parks.seoul.go.kr/upload/parks/1654732141799586.jpg","02-2600-4186","126.85267614125827","37.56778938637265","186984.6047","452038.1121"
"120","손기정공원","서울특별시 중구 손기정로 101(만리동2가 6-1번지)","중구","공원녹지과","http://parks.seoul.go.kr/upload/parks/1652524629844295.jpg","02-3396-5894","126.96485712681593","37.55558344680868","196894.7807","450673.7751"
"124","서울창포원","서울시 도봉구 마들로 916(도봉동 4-2)","중부공원녹지사업소","서울창포원관리사무소","http://parks.seoul.go.kr/upload/parks/1652283975623158.jpg","02-954-0031","127.04786247380784","37.689225250078586","204221.5575","465507.0887"
"27","천호공원","서울특별시 강동구 올림픽로 702(천호동360번지)","동부공원녹지사업소","천호공원관리사무소","http://parks.seoul.go.kr/upload/parks/1449537361800140000.JPG","02-489-2776","127.12642802962002","37.54437918591108","211172.8373","449437.1681"
"31","낙산공원","서울특별시 종로구 낙산길 54","중부공원녹지사업소","","http://parks.seoul.go.kr/upload/parks/3471042360454750.jpg","02-743-7985~6","127.00449797798542","37.58381666901979","200397.2907","453806.7629"
"32","시민의숲","서울특별시 서초구 매헌로 99(양재동236)","동부공원녹지사업소","시민의숲 공원관리사무소","http://parks.seoul.go.kr/upload/parks/1449539523318280000.JPG","02-575-3895","127.03577708460317","37.47107664751302","203164.8245","441294.6153"
"122","성북공원","서울특별시 성북구 돈암동 606번지 일대","성북구","공원녹지과","http://parks.seoul.go.kr/upload/parks/1652472297274933.jpg","02-920-4418","127.00695263833585","37.59515903921319","200614.0091","455065.6513"
"53","궁동공원","서울특별시 서대문구 연희동 산118번지 일대","서대문구","푸른도시과","http://parks.seoul.go.kr/upload/parks/1296456560842483000.jpg","02-330-1395","126.9230361692095","37.5700904085305","193200.8049","452286.0809"
"69","청량공원","서울 성북구 석관동 산 1-5일대","성북구","공원녹지과","http://parks.seoul.go.kr/upload/parks/1659217794519974.jpg","02-920-3395","127.05587952167984","37.60380364227485","204934.3235","456026.5519"
"60","탑골공원","서울특별시 종로구 종로2가 38-1번지","종로구","공원녹지과","http://parks.seoul.go.kr/upload/parks/1662970553348540.jpg","02-731-0534/1650","126.98836454046574","37.57120431942312","198972.1071","452406.9913"
"100","불광근린공원","서울특별시 은평구 불광동 산33-1 일원","","공원녹지과","http://parks.seoul.go.kr/upload/parks/1662372038964728.jpg","02-351-8002 ~ 8005","126.92982091675647","37.61830355140772","193804.1867","457636.7321"
"111","상도공원","서울특별시 동작구 상도동 산75","","공원녹지과","http://parks.seoul.go.kr/upload/parks/1657394759356566.jpg","02-820-9848","126.94170675596273","37.49312912547605","194844.9215","443743.1421"
"87","오금공원","서울 송파구 오금동 5번지 (오금근린공원 관리사무소 옆)","송파구","푸른도시과","http://parks.seoul.go.kr/upload/parks/1660945468347513.jpg","02-2137-3380","127.1322029587141","37.50202021614644","211689.7931","444736.5517"
"37","효창공원","서울 용산구 효창동 255번지 일대","용산구","공원녹지과, 관리사무실","http://parks.seoul.go.kr/upload/parks/1657810737232804.jpg","02-2199-7593, 02-712-3043","126.960238497744","37.54518393088934","196486.1911","449519.7163"
"23","훈련원공원","서울특별시 중구 을지로 227","중부공원녹지사업소","","http://parks.seoul.go.kr/upload/parks/3471889098617282.jpg","02-2268-5810","127.0036669679125","37.5673056939049","200323.9620","451974.2320"
"57","노량진공원","서울특별시 동작구 대방동 23-176","동작구","공원녹지과","http://parks.seoul.go.kr/upload/parks/1655405885244074.jpg","02-820-1395","126.93042297751278","37.504780057605345","193848.0127","445036.9223"
"80","방화공원","서울특별시 강서구 방화동 855","강서구","공원녹지과","http://parks.seoul.go.kr/upload/parks/4277332443789364.jpg","02-2600-4185","126.81209536526268","37.58167297667508","183402.5557","453585.4269"
"110","인왕산공원","서울특별시 종로구 옥인동 산3-1","","공원녹지과","http://parks.seoul.go.kr/upload/parks/1662857540536017.jpg","02-731-1458","126.95545654834437","37.58765582092898","196065.8343","454233.7885"
"91","온수공원","서울 구로구 궁동, 개봉동,수궁동,온수동,오류동일대","구로구","푸른도시과","http://parks.seoul.go.kr/upload/parks/1297824084256843000.jpg","02-860-2321","126.83864984413015","37.50339625376823","185733.1821","444893.2937"
"95","봉화산공원","서울특별시 중랑구 묵동 산46-1","중랑구","공원녹지과","http://parks.seoul.go.kr/upload/parks/4325003056099308.jpg","02-2094-2340~5","127.09070385760845","37.608895861639326","208008.8677","456594.1329"
"20","샛마을근린공원","서울특별시 강동구 구천면로 429(명일동 288번지)","강동구","푸른도시과","http://parks.seoul.go.kr/upload/parks/4273262988322259.jpg","02-3425-6440","127.14742764133047","37.550096525104664","213027.6441","450074.4269"
"118","송파나루공원","서울 송파구 잠실동 47번지","송파구","푸른도시과","http://parks.seoul.go.kr/upload/parks/1652737996937320.jpg","02-2147-3380","127.10019687188041","37.508611397252714","208858.9365","445464.5941"
"123","봉제산공원","서울특별시 강서구 화곡동 산 1번지일대","","공원녹지과","http://parks.seoul.go.kr/upload/parks/4277930473055375.jpg","02-2600-4184","126.85870385763754","37.541274071098364","187512.7029","449094.4085"
"19","성수공원","서울특별시 성동구 성수2가 302-25","성동구","공원녹지과","http://parks.seoul.go.kr/upload/parks/4318186245782634.jpg","02-2286-6319","127.05243682586423","37.54481717009146","204633.9771","449479.5595"
"26","서울어린이대공원","서울특별시 광진구 능동로 216","기타","서울어린이대공원","http://parks.seoul.go.kr/upload/parks/4729604111247938.jpg","02-450-9311","127.08158621790835","37.54960034711753","207209.5235","450012.2705"
"58","답십리공원","서울특별시 동대문구 답십리동  산2-9일대","동대문구","공원녹지과","http://parks.seoul.go.kr/upload/parks/4308888427718607.jpg","02-2127-4772","127.06357599249792","37.57376642513586","205616.2007","452693.1917"
"82","배봉산공원","서울특별시 동대문구 전농동 32-20번지","","공원녹지과","http://parks.seoul.go.kr/upload/parks/1297816914763100000.jpg","02-2127-4772","127.06372663270376","37.581621102335426","205628.9167","453564.9797"
"127","서서울호수공원","서울특별시 양천구 남부순환로 64길 20(신월동 149-20)","서부공원녹지사업소","서서울호수공원 관리사무소","http://parks.seoul.go.kr/upload/parks/1652055202220394.jpg","02-2604-3004","126.83098386222746","37.52700808811351","185060.0519","447515.1007"
"83","안산공원","서울특별시 서대문구 홍제동 산33번지 일대","서대문구","푸른도시과","http://parks.seoul.go.kr/upload/parks/1296461822046220000.jpg","02-330-1395","126.95022149431792","37.57807518237618","195602.9005","453170.6789"
"29","용산가족공원","서울특별시 용산구 서빙고로 185","중부공원녹지사업소","용산공원관리사무소","http://parks.seoul.go.kr/upload/parks/4322726002663746.jpg","02-792-5661","126.9941931360251","37.521319969974634","199486.6715","446870.3839"
"40","개운산공원","서울특별시 성북구 돈암동, 안암동 일대","성북구","공원녹지과","http://parks.seoul.go.kr/upload/parks/1654046284495655.jpg","02-920-3795","127.02857980393117","37.59635029125327","202523.9311","455198.2283"
"41","개웅산공원","서울특별시 구로구 오류동, 개봉동 일대","구로구","푸른도시과","http://parks.seoul.go.kr/upload/parks/4305188580088530.jpg","02-860-2321","126.8477931009494","37.48717984664985","186538.7325","443092.1357"
"125","북서울꿈의숲","강북구 월계로 173","중부공원녹지사업소","북서울꿈의숲 관리사무소","http://parks.seoul.go.kr/upload/parks/4829395541681973.jpg","02-2289-4001~5","127.04246876437051","37.62470032970207","203749.0655","458345.2383"
"86","백련공원","서울특별시 서대문구 홍은동 산11번지 일대","서대문구","푸른도시과","http://parks.seoul.go.kr/upload/parks/1296465001901961000.jpg","02-330-1395","126.92797760794065","37.586993098437915","193638.7833","454161.7397"
"18","매화공원","서울특별시 강서구 등촌동 630-14","강서구","공원녹지과","http://parks.seoul.go.kr/upload/parks/4277164267610548.jpg","02-2600-4186","126.86095800947324","37.55746334676701","187714.5751","450890.9277"
"128","중랑캠핑숲","중랑가족캠핑장(중랑구 망우로 87길 110) /중랑캠핑숲 공원관리사무소(중랑구 송림길 160)","중부공원녹지사업소","중랑캠핑숲 관리사무소","http://parks.seoul.go.kr/upload/parks/1647664964760605.jpg","02-435-7168~9","127.1123922949667","37.604706040422585","209924.4463","456131.1797"
"46","국립현충원","서울특별시 동작구 현충로 65","기타","국립서울현충원","http://parks.seoul.go.kr/upload/parks/1657577152786178.jpg","02-815-0625","126.97429987545415","37.50215288470215","197727.5203","444743.3761"
"39","감로천생태공원","서울특별시 금천구 독산4동 371∼375, 373일대","","공원녹지과","http://parks.seoul.go.kr/upload/parks/1653946720659469.jpg","02-890-2395","126.90692370798577","37.47032745787912","191766.4309","441214.9327"
"30","서대문독립공원","서울특별시 서대문구 통일로251(현저동 101번지) 일대","서부공원녹지사업소","독립공원관리사무소","http://parks.seoul.go.kr/upload/parks/3473565727349425.jpg","02-364-4686","126.95618630915169","37.57421893024262","196129.5927","452742.4169"
"21","여의도공원","서울특별시 영등포구 여의공원로68(여의도동 2번지)","서부공원녹지사업소","여의도공원관리사무소","http://parks.seoul.go.kr/upload/parks/1658085227010416.jpg","02-761-4079","126.92249852310098","37.526083865501306","193149.2815","447401.9231"
"6","월드컵공원","서울특별시 마포구 월드컵로 243-60(성산동 390-1)일대","서부공원녹지사업소","","http://parks.seoul.go.kr/upload/parks/1658964538366747.jpg","02-300-5500~2","126.89169368445575","37.561746071957955","190430.8561","451362.6865"
"98","북한산국립공원","서울특별시 종로구 평창동, 구기동, 서대문구 홍은동, 성북구 정릉동, 성북동 일대","","북한산공원 관리사무소","http://parks.seoul.go.kr/upload/parks/1662314902774514.jpg","02-909-0497~8","126.95022520712858","37.63365890152225","195606.4989","459339.8625"
"106","사직공원","서울특별시 종로구 사직동 1-29번지","","공원녹지과","http://parks.seoul.go.kr/upload/parks/4323842949418152.jpg","02-2148-2894/739-7205","126.96727864922902","37.57593891522203","197109.5327","452932.9163"
"90","봉산도시자연공원","서울특별시 은평구 구산동 산61","","공원녹지과","http://parks.seoul.go.kr/upload/parks/4322808430154949.jpg","02-351-8002 ~ 8005","126.90240646094277","37.60871494807632","191382.7739","456574.6635"
"92","봉은공원","서울특별시 강남구 삼성동 73일대","강남구","공원녹지과","http://parks.seoul.go.kr/upload/parks/1662143691465256.jpg","02-2104-1902","127.05696047756318","37.515144838239934","205035.7383","446186.5307"
"96","북악산공원","서울특별시 종로구 부암동, 성북구 성북동 일대","종로구","공원녹지과","http://parks.seoul.go.kr/upload/parks/4323593421985475.jpg","02-731-0395~7","126.98369954583985","37.599429652967075","198560.5385","455539.7441"
"99","외국인묘지공원","서울 마포구 합정동 145- 8일대","마포구","100주년 기념교회","http://parks.seoul.go.kr/upload/parks/4310675837905097.jpg","02-332-9175","126.91108743615517","37.54647943554337","192142.7421","449666.4739"
"101","불암산공원","서울특별시 노원구 중계동 일대","","공원녹지과","http://parks.seoul.go.kr/upload/parks/4307637527303330.jpg","02-2116-3966","127.08787642618444","37.65913026943376","207753.9927","462169.3921"
"93","올림픽공원","서울 송파구 방이동 88번지","기타","올림픽공원 관리사무소","http://parks.seoul.go.kr/upload/parks/1658000563782268.jpg","02-410-1683~4","127.11635642952287","37.518662985706115","210286.3095","446581.8373"
"104","용왕산근린공원","서울 양천구 목동 산12-3일대","양천구","푸른도시과","http://parks.seoul.go.kr/upload/parks/1658180784746385.jpg","02-2620-3570","126.87396229604677","37.54104453365041","188861.1609","449067.0157"
"17","응봉공원","서울특별시 성동구 옥수동, 중구신당동, 용산구 한남동(금호로 172-1) 일대","동부공원녹지사업소","응봉공원관리사무소","http://parks.seoul.go.kr/upload/parks/4317620439136538.jpg","02-2293-7646","127.02183796320827","37.556949298826595","201929.5641","450825.0121"
"75","장지공원","서울 송파구 장지동 산 11번지","송파구","푸른도시과","http://parks.seoul.go.kr/upload/parks/1659369348122456.jpg","02-2137-3380","127.13076452391219","37.481028643287395","211565.8385","442406.5833"
"51","파리공원","서울 양천구 목동 906 번지일대","양천구","푸른도시과","http://parks.seoul.go.kr/upload/parks/1663075776135794.jpg","02-2620-3570","126.87703610744212","37.5347931041467","189131.9081","448372.8235"
"1005","발바닥공원","(132-023) 서울특별시 도봉구 방학3동 270-1","","공원녹지과","http://parks.seoul.go.kr/upload/parks/1308013408306046000.jpg","02-2091-3772","127.03202279931959","37.65977010540908","202825.5860","462237.2570"
"109","삼청공원","서울특별시 종로구 삼청동 산2-1","종로구","공원녹지과","http://parks.seoul.go.kr/upload/parks/1662793022515990.jpg","02-2148-4153","126.98182119325828","37.59268398740558","198394.5199","454791.0809"
"94","와룡공원","서울특별시 종로구 명륜동3가 산2-14","종로구","공원녹지과","http://parks.seoul.go.kr/upload/parks/1657725847430609.jpg","02-731-0461/1650","126.98927158847663","37.589295781530694","199052.4663","454414.9269"
